"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-07",,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-08",,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-10",,,,,"0.07",",,N","0.6",",,N",,,,,,,,,,,,,"0.1",",,N",,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-12",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-13",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-14",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-15",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-16",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-17",,,,,"0.03",",,N","0.4",",,N",,,,,,,,,,,,,"0.0",",,N",,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-19",,,,,"0.43",",,N","3.0",",,N",,,,,,,,,,,,,"0.4",",,N",,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-20",,,,,"0.28",",,N",,,"1.6",",,N",,,,,,,,,"0.3",",,N",,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-21",,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-22",,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-24",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-25",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-26",,,,,"0.40",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-27",,,,,"0.05",",,N","0.0","T,,N",,,,,,,,,,,,,"0.0","T,,N",,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-04-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-02",,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-03",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-04",,,,,"0.68",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-05",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-16",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-17",,,,,"0.39",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-18",,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-19",,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-20",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-21",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-22",,,,,"0.35",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-23",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-26",,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-27",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-28",,,,,"0.43",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-30",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-05-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-01",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-02",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-03",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-04",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-06",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-07",,,,,"0.95",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-08",,,,,"0.30",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-09",,,,,"0.44",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-10",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-11",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-12",,,,,"0.60",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-13",,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-16",,,,,"0.65",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-17",,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-18",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-21",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-25",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-27",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-29",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-06-30",,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-02",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-05",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-06",,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-12",,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-13",,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-14",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-17",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-18",,,,,"0.27",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-19",,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-20",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-21",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-22",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-23",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-25",,,,,"1.00",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-26",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-28",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-29",,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-30",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-07-31",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-01",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-02",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-04",,,,,"0.31",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-05",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-08",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-09",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-10",,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-12",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-13",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-14",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-15",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-16",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-17",,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-18",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-19",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-20",,,,,"0.21",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-21",,,,,"0.31",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-22",,,,,"1.17",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-23",,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-24",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-25",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-26",,,,,"0.40",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-27",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-28",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-29",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-30",,,,,"0.07",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-08-31",,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-01",,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-02",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-03",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-04",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-05",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-06",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-07",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-08",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-09",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-10",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-11",,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-12",,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-13",,,,,"0.29",",,N",,,,,,,,,,,,,,,,,,
"CA1ON000883","KING CITY 5.4 NW, ON CA","43.9564552","-79.5828975","325.2","2022-09-14",,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,
